DEPTH,ROW_ID,NU_MEAS,NU_PRED,G_MEAS_GPa,G_PRED_GPa,K_MEAS_GPa,K_PRED_GPa,E_MEAS_GPa,E_PRED_GPa,VPVS_MEAS,VPVS_PRED,NU_PRED_VALID,VPVS_PRED_VALID,G_PRED_VALID,K_PRED_VALID,E_PRED_VALID,ALL_GATES_VALID
2694.5072,129,0.0913989526710596,-0.821047834585421,6.20307287074704,10.0063993274276,5.52293186612535,0.451829923884653,13.5400544689512,3.5813336552923,1.49120337795733,1.17409004345356,0,0,1,1,1,0
2694.6596,130,0.0353023199940342,-2.4142643315443,6.88373549065196,12.1976650601059,5.1121030800109,-1.97313634592766,14.2534946473945,-34.5014452452639,1.44082211205871,1.08239081957311,0,0,1,0,0,0
2694.812,131,0.0516226465159743,-2.67455119971383,7.02244391296203,12.8322797127248,5.49013830677499,-2.25630942624202,14.7699221055182,-42.9766187760134,1.45434938893275,1.07587293796545,0,0,1,0,0,0
2694.9644,132,0.0516226465159743,-2.74907401089819,7.08770829044526,12.9920873205281,5.54116191954136,-2.33134345390238,14.9071891002625,-45.4482445593109,1.45434938893275,1.07419272020549,0,0,1,0,0,0
2695.1168,133,0.0822679983307433,-2.15766870528203,7.02479715775516,12.9893134461779,6.06665926816136,-1.88602911640228,15.2054263172064,-30.0746433594784,1.48220769795681,1.09001596830607,0,0,1,0,0,0
2695.2692,134,0.110620585081267,-2.02140139952772,6.8858646831881,13.1252061262282,6.54681335669213,-1.7723085673613,15.2951661264656,-26.8122078128385,1.5113221329694,1.09467000519362,0,0,1,0,0,0
2695.4216,135,0.200909433306173,-1.71594747562123,6.11098991560598,13.3211877901099,8.17895564501106,-1.43464152099421,14.6774908729802,-19.0745415412111,1.63454410665044,1.10708496380362,0,0,1,0,0,0
2695.574,136,0.252433755250967,-1.25247300043854,5.69627321374946,13.3826095556733,9.60578566121288,-0.642662794685523,14.2684097040635,-6.75749517643652,1.73771730917413,1.13371561703072,0,0,1,0,0,0
2695.7264,137,0.28484762258038,-0.163489584764328,4.76088162224392,9.02425648600921,9.47701578928948,3.79251597093577,12.2340148674535,15.0977690806095,1.82316602323597,1.32423235577233,0,0,1,1,1,0
2695.8788,138,0.170273579596682,-2.70233943850023,4.38221221903361,9.53818425204953,5.18448716145524,-1.69014221589933,10.2567743602416,-32.4744544478915,1.58631921820004,1.07523757981871,0,0,1,0,0,0
2696.0312,139,0.172090013083164,-15.6152512908953,3.83670576501725,9.39544036342057,4.5713403980138,-2.84030573319062,8.99392902063065,-274.633443800024,1.58896466208469,1.01539475558489,0,0,1,0,0,0
2696.1836,140,0.279230634346095,-3.16356471260891,3.12529702758785,8.97816033937066,6.03642884250029,-1.76738890654346,7.99595139824233,-38.8496617888144,1.80687768778822,1.06605773575768,0,0,1,0,0,0
2696.336,141,0.293990106391157,-2.02928215729996,3.14523653198592,8.99981483180568,6.58529044949248,-1.2208139502672,8.13980990929964,-18.5266976507622,1.85123415609087,1.09438775029147,0,0,1,0,0,0
2696.4884,142,0.283662790717889,-2.81083457948862,3.22015614656443,9.26361727645005,6.36906096638528,-1.68888720679555,8.26718925129251,-33.5497569906879,1.81967213120688,1.07285568646431,0,0,1,0,0,0
2696.6408,143,0.279561316526457,-2.92676163746525,3.32976076848317,9.49667562612899,6.44265789395024,-1.77989524957752,8.52126614527694,-36.5956605597532,1.80781758959997,1.07047202343198,0,0,1,0,0,0
2696.7932,144,0.306066951729064,-1.18642022601207,3.51567241293247,9.70300632307955,7.89224871259315,-0.357529834269616,9.18340710327335,-3.61767326349016,1.89161554197231,1.13863339474648,0,0,1,0,0,0
2696.9456,145,0.316096242512302,-0.872497198434625,3.63360143469826,9.90448652485854,8.66788378936662,0.306703669152913,9.56433838998737,2.52569955997196,1.92842251570733,1.16803230630296,0,0,1,1,1,0
2697.098,146,0.306799564308922,-0.967750558329093,3.73071946482398,9.98448177433961,8.41147615040624,0.0731264043853973,9.75060514238159,0.643987925191596,1.89419795221682,1.15786758281319,0,0,1,1,1,0
2697.2504,147,0.320248712299586,-1.88306935123039,3.8999823095792,12.1905207396254,9.54827952942527,-1.50577171063633,10.2978932444262,-21.5301504814032,1.9446391030721,1.09991520086279,0,0,1,0,0,0
2697.4028,148,0.325971409941608,-2.50873099791917,3.83608361534071,12.7402828019586,9.74272330460288,-2.12954227755435,10.1730744001745,-38.4433191711429,1.96801705755588,1.07989954106985,0,0,1,0,0,0
2697.5552,149,0.295135742918687,-2.91331460557893,4.36300524983233,13.0935251345909,9.19419217079744,-2.44650100888064,11.3013680911995,-50.1040657570552,1.85489635456034,1.07074048149514,0,0,1,0,0,0
2697.7076,150,0.301215760223911,-3.17076302545752,4.28122398493254,13.2455481518771,9.34144499000152,-2.61098723259117,11.1415922444857,-57.5058923600239,1.87491065049723,1.06593220349544,0,0,1,0,0,0
2697.86,151,0.275702475163118,-30.7227282017479,4.26634208816124,13.5596510636381,8.08833886407193,-4.30273976989723,10.8851663235197,-806.059646150114,1.79699248124733,1.00797518588354,0,0,1,0,0,0
2698.0124,152,0.289493059027325,-6.01387345109624,4.27252519109106,13.3926934406101,8.72400620612073,-3.43621812657132,11.0187831568626,-134.298540161091,1.83717679940422,1.03767010352599,0,0,1,0,0,0
2698.1648,153,0.279910663457867,-3.59460614538169,4.57076316250201,13.3272315048401,8.860293739109,-2.8149973840084,11.7003370236535,-69.157833526765,1.80881307745678,1.05929781777622,0,0,1,0,0,0
2698.3172,154,0.256982219094381,-2.38271811105814,5.04596904515437,13.1474675016392,8.6999030060315,-2.10209493594824,12.6853867357194,-36.3584828581296,1.74856015599732,1.08325777792095,0,0,1,0,0,0
2698.4696,155,0.19827818245515,-2.9535036761848,5.69697023624767,13.223265361287,7.54177605908706,-2.49328410763205,13.6531102803839,-51.6633949888826,1.63007840344262,1.06994415891116,0,0,1,0,0,0
2698.622,156,0.192524635475436,-1.93826511650827,6.01888782087924,13.116717089411,7.78129766120732,-1.68247469683506,14.3553440091231,-24.6139161762046,1.62053896574253,1.09775399649923,0,0,1,0,0,0
