Population,n,R2_raw,RMSE_raw,MAE_raw,bias_raw,R2_clipped,RMSE_clipped
"Pop-A (all observed, n=329)",329,-3.96065478441953,0.482012172362942,0.444025193976205,0.443367237247432,-3.96065478441953,0.482012172362942
