Population,n,R2_raw,RMSE_raw,MAE_raw,bias_raw,R2_clipped,RMSE_clipped
"Pop-B (physical QC, n=236)",236,-7.39726279334729,0.535174558477847,0.505659374521931,0.505659374521931,-7.39726279334729,0.535174558477847
